;journée;domicile;extérieur;temps;minutes;secondes;intervalle de temps;période;action;joueur;équipe;numéro joueur;score USDH;score adversaire;différence de buts;situation au score;nbr joueurs de champs USDH;nbr joueurs de champs adversaire;situation numérique
157;J2;USDH;Ligné;31.55;31;33;(30.0, 35.0];2;tir;alexandre COMMEYRAS;USDH;99.0;11;12;-1;adversaire mène;6;6;0
158;J2;USDH;Ligné;32.083333333333336;32;5;(30.0, 35.0];2;but;clement BONDU;Ligné;8.0;11;13;-2;adversaire mène;6;6;0
159;J2;USDH;Ligné;32.31666666666667;32;19;(30.0, 35.0];2;tir;mathis MONTERREIN;USDH;40.0;11;13;-2;adversaire mène;6;6;0
160;J2;USDH;Ligné;32.86666666666667;32;52;(30.0, 35.0];2;tir;paul PIERRE;Ligné;7.0;11;13;-2;adversaire mène;6;6;0
161;J2;USDH;Ligné;32.9;32;54;(30.0, 35.0];2;2min;valentin MORIN;Ligné;9.0;11;13;-2;adversaire mène;6;5;1
162;J2;USDH;Ligné;33.016666666666666;33;1;(30.0, 35.0];2;tir;alexandre COMMEYRAS;USDH;99.0;11;13;-2;adversaire mène;6;5;1
163;J2;USDH;Ligné;33.71666666666667;33;43;(30.0, 35.0];2;but;alexandre COMMEYRAS;USDH;99.0;12;13;-1;adversaire mène;6;5;1
164;J2;USDH;Ligné;34.516666666666666;34;31;(30.0, 35.0];2;but;paul RUIZGARCIA;Ligné;2.0;12;14;-2;adversaire mène;6;5;1
165;J2;USDH;Ligné;35.68333333333333;35;41;(35.0, 40.0];2;but;clement BONDU;Ligné;8.0;12;15;-3;adversaire mène;6;6;0
166;J2;USDH;Ligné;36.266666666666666;36;16;(35.0, 40.0];2;tir;elwan MESLIN;Ligné;4.0;12;15;-3;adversaire mène;6;6;0
167;J2;USDH;Ligné;36.9;36;54;(35.0, 40.0];2;tir;amaury LEMOINE;USDH;21.0;12;15;-3;adversaire mène;6;6;0
168;J2;USDH;Ligné;37.43333333333333;37;26;(35.0, 40.0];2;but;clement BONDU;Ligné;8.0;12;16;-4;adversaire mène;6;6;0
169;J2;USDH;Ligné;38.3;38;18;(35.0, 40.0];2;tir;alexandre COMMEYRAS;USDH;99.0;12;16;-4;adversaire mène;6;6;0
170;J2;USDH;Ligné;38.78333333333333;38;47;(35.0, 40.0];2;tir;clement BONDU;Ligné;8.0;12;16;-4;adversaire mène;6;6;0
171;J2;USDH;Ligné;39.03333333333333;39;2;(35.0, 40.0];2;temps mort d'équipe recevant; ;USDH;;12;16;-4;adversaire mène;6;6;0
172;J2;USDH;Ligné;39.416666666666664;39;25;(35.0, 40.0];2;tir;sebastien MADEC;USDH;13.0;12;16;-4;adversaire mène;6;6;0
173;J2;USDH;Ligné;40.2;40;12;(40.0, 45.0];2;but;kevin MANCEAU;USDH;7.0;13;16;-3;adversaire mène;6;6;0
174;J2;USDH;Ligné;41.53333333333333;41;32;(40.0, 45.0];2;tir;simon PELISSON;USDH;27.0;13;16;-3;adversaire mène;6;6;0
175;J2;USDH;Ligné;42.71666666666667;42;43;(40.0, 45.0];2;but;kevin MANCEAU;USDH;7.0;14;16;-2;adversaire mène;6;6;0
176;J2;USDH;Ligné;42.78333333333333;42;47;(40.0, 45.0];2;tir;amaury LEMOINE;USDH;21.0;14;16;-2;adversaire mène;6;6;0
177;J2;USDH;Ligné;43.15;43;9;(40.0, 45.0];2;but;valentin MORIN;Ligné;9.0;14;17;-3;adversaire mène;6;6;0
178;J2;USDH;Ligné;43.35;43;21;(40.0, 45.0];2;tir;alexandre COMMEYRAS;USDH;99.0;14;17;-3;adversaire mène;6;6;0
179;J2;USDH;Ligné;44.083333333333336;44;5;(40.0, 45.0];2;but;alexandre COMMEYRAS;USDH;99.0;15;17;-2;adversaire mène;6;6;0
180;J2;USDH;Ligné;44.81666666666667;44;49;(40.0, 45.0];2;2min;mathis MONTERREIN;USDH;40.0;15;17;-2;adversaire mène;5;6;-1
181;J2;USDH;Ligné;45.21666666666667;45;13;(45.0, 50.0];2;tir;nathan DANTO;Ligné;5.0;15;17;-2;adversaire mène;5;6;-1
182;J2;USDH;Ligné;46.016666666666666;46;1;(45.0, 50.0];2;but;nathan DANTO;Ligné;5.0;15;18;-3;adversaire mène;5;6;-1
183;J2;USDH;Ligné;46.53333333333333;46;32;(45.0, 50.0];2;tir;alexandre COMMEYRAS;USDH;99.0;15;18;-3;adversaire mène;5;6;-1
184;J2;USDH;Ligné;47.083333333333336;47;5;(45.0, 50.0];2;tir;alexandre COMMEYRAS;USDH;99.0;15;18;-3;adversaire mène;6;6;0
185;J2;USDH;Ligné;47.78333333333333;47;47;(45.0, 50.0];2;but;kevin MANCEAU;USDH;7.0;16;18;-2;adversaire mène;6;6;0
186;J2;USDH;Ligné;48.8;48;48;(45.0, 50.0];2;tir;mathis MONTERREIN;USDH;40.0;16;18;-2;adversaire mène;6;6;0
187;J2;USDH;Ligné;49.43333333333333;49;26;(45.0, 50.0];2;temps mort d'équipe visiteur; ;Ligné;;16;18;-2;adversaire mène;6;6;0
188;J2;USDH;Ligné;50.11666666666667;50;7;(50.0, 55.0];2;but;clement BONDU;Ligné;8.0;16;19;-3;adversaire mène;6;6;0
189;J2;USDH;Ligné;50.45;50;27;(50.0, 55.0];2;but;mathis MONTERREIN;USDH;40.0;17;19;-2;adversaire mène;6;6;0
190;J2;USDH;Ligné;50.93333333333333;50;56;(50.0, 55.0];2;tir;mathis DUPAS;Ligné;10.0;17;19;-2;adversaire mène;6;6;0
191;J2;USDH;Ligné;51.3;51;18;(50.0, 55.0];2;tir;mathis MONTERREIN;USDH;40.0;17;19;-2;adversaire mène;6;6;0
192;J2;USDH;Ligné;51.61666666666667;51;37;(50.0, 55.0];2;but;amaury LEMOINE;USDH;21.0;18;19;-1;adversaire mène;6;6;0
193;J2;USDH;Ligné;52.85;52;51;(50.0, 55.0];2;tir;clement BONDU;Ligné;8.0;18;19;-1;adversaire mène;6;6;0
194;J2;USDH;Ligné;53.53333333333333;53;32;(50.0, 55.0];2;tir;alexandre COMMEYRAS;USDH;99.0;18;19;-1;adversaire mène;6;6;0
195;J2;USDH;Ligné;53.68333333333333;53;41;(50.0, 55.0];2;but;amaury LEMOINE;USDH;21.0;19;19;0;égalité;6;6;0
196;J2;USDH;Ligné;55.45;55;27;(55.0, 60.0];2;temps mort d'équipe recevant; ;USDH;;19;19;0;égalité;6;6;0
197;J2;USDH;Ligné;55.88333333333333;55;53;(55.0, 60.0];2;tir;alexandre COMMEYRAS;USDH;99.0;19;19;0;égalité;6;6;0
198;J2;USDH;Ligné;56.7;56;42;(55.0, 60.0];2;but;paul PIERRE;Ligné;7.0;19;20;-1;adversaire mène;6;6;0
199;J2;USDH;Ligné;57.13333333333333;57;8;(55.0, 60.0];2;but;remi GUILLON;USDH;93.0;20;20;0;égalité;6;6;0
200;J2;USDH;Ligné;57.93333333333333;57;56;(55.0, 60.0];2;but;theo BENNASAR;Ligné;13.0;20;21;-1;adversaire mène;6;6;0
201;J2;USDH;Ligné;58.05;58;3;(55.0, 60.0];2;tir;sebastien MADEC;USDH;13.0;20;21;-1;adversaire mène;6;6;0
202;J2;USDH;Ligné;58.25;58;15;(55.0, 60.0];2;tir;amaury LEMOINE;USDH;21.0;20;21;-1;adversaire mène;6;6;0
203;J2;USDH;Ligné;58.8;58;48;(55.0, 60.0];2;tir;mathis DUPAS;Ligné;10.0;20;21;-1;adversaire mène;6;6;0
204;J2;USDH;Ligné;58.88333333333333;58;53;(55.0, 60.0];2;but;paul PIERRE;Ligné;7.0;20;22;-2;adversaire mène;6;6;0
205;J2;USDH;Ligné;59.166666666666664;59;10;(55.0, 60.0];2;tir;alexandre COMMEYRAS;USDH;99.0;20;22;-2;adversaire mène;6;6;0
206;J2;USDH;Ligné;59.28333333333333;59;17;(55.0, 60.0];2;temps mort d'équipe visiteur; ;Ligné;;20;22;-2;adversaire mène;6;6;0
207;J2;USDH;Ligné;59.666666666666664;59;40;(55.0, 60.0];2;tir;mattis BONDU;Ligné;6.0;20;22;-2;adversaire mène;6;6;0
208;J2;USDH;Ligné;59.75;59;45;(55.0, 60.0];2;but;brice HANEN;USDH;9.0;21;22;-1;adversaire mène;6;6;0
209;J2;USDH;Ligné;60.0;60;0;(55.0, 60.0];2;tir;kevin MANCEAU;USDH;7.0;21;22;-1;adversaire mène;6;6;0
210;J3;Authion;USDH;0.0;0;0;(-0.001, 5.0];1; ; ; ;;0;0;0;égalité;6;6;0
211;J3;Authion;USDH;1.5333333333333332;1;32;(-0.001, 5.0];1;but;alexis DUPE;Authion;4.0;0;1;-1;adversaire mène;6;6;0
212;J3;Authion;USDH;2.25;2;15;(-0.001, 5.0];1;but;julien DEJESUSBENTO;Authion;9.0;0;2;-2;adversaire mène;6;6;0
213;J3;Authion;USDH;2.3833333333333333;2;23;(-0.001, 5.0];1;2min;clement LERENDU;Authion;3.0;0;2;-2;adversaire mène;6;5;1
214;J3;Authion;USDH;2.4833333333333334;2;29;(-0.001, 5.0];1;but;vivien HENNETIER;USDH;33.0;1;2;-1;adversaire mène;6;5;1
215;J3;Authion;USDH;3.2;3;12;(-0.001, 5.0];1;avertissement;mathis MONTERREIN;USDH;40.0;1;2;-1;adversaire mène;6;5;1
216;J3;Authion;USDH;4.283333333333333;4;17;(-0.001, 5.0];1;avertissement;julien DEJESUSBENTO;Authion;9.0;1;2;-1;adversaire mène;6;5;1
217;J3;Authion;USDH;5.083333333333333;5;5;(5.0, 10.0];1;arrêt;yohan FISSON;Authion;11.0;1;2;-1;adversaire mène;6;6;0
218;J3;Authion;USDH;5.116666666666666;5;7;(5.0, 10.0];1;arrêt;yohan FISSON;Authion;11.0;1;2;-1;adversaire mène;6;6;0
219;J3;Authion;USDH;5.55;5;33;(5.0, 10.0];1;arrêt;abel GRENON;USDH;36.0;1;2;-1;adversaire mène;6;6;0
220;J3;Authion;USDH;6.55;6;33;(5.0, 10.0];1;but;kevin MANCEAU;USDH;7.0;2;2;0;égalité;6;6;0
221;J3;Authion;USDH;7.25;7;15;(5.0, 10.0];1;but;julien DEJESUSBENTO;Authion;9.0;2;3;-1;adversaire mène;6;6;0
222;J3;Authion;USDH;7.566666666666666;7;34;(5.0, 10.0];1;but;simon PELISSON;USDH;27.0;3;3;0;égalité;6;6;0
223;J3;Authion;USDH;8.133333333333333;8;8;(5.0, 10.0];1;but;kevin MANCEAU;USDH;7.0;4;3;1;USDH mène;6;6;0
224;J3;Authion;USDH;8.7;8;42;(5.0, 10.0];1;arrêt;abel GRENON;USDH;36.0;4;3;1;USDH mène;6;6;0
225;J3;Authion;USDH;8.866666666666667;8;52;(5.0, 10.0];1;arrêt;yohan FISSON;Authion;11.0;4;3;1;USDH mène;6;6;0
226;J3;Authion;USDH;9.4;9;24;(5.0, 10.0];1;but;julien DEJESUSBENTO;Authion;9.0;4;4;0;égalité;6;6;0
227;J3;Authion;USDH;10.016666666666667;10;1;(10.0, 15.0];1;tir;amaury LEMOINE;USDH;21.0;4;4;0;égalité;6;6;0
228;J3;Authion;USDH;10.233333333333333;10;14;(10.0, 15.0];1;but;kevin MANCEAU;USDH;7.0;5;4;1;USDH mène;6;6;0
229;J3;Authion;USDH;10.7;10;42;(10.0, 15.0];1;2min;antonin BOSQ;Authion;10.0;5;4;1;USDH mène;6;5;1
230;J3;Authion;USDH;11.133333333333333;11;8;(10.0, 15.0];1;arrêt;yohan FISSON;Authion;11.0;5;4;1;USDH mène;6;5;1
231;J3;Authion;USDH;11.7;11;42;(10.0, 15.0];1;tir;clement LERENDU;Authion;3.0;5;4;1;USDH mène;6;5;1
232;J3;Authion;USDH;12.116666666666667;12;7;(10.0, 15.0];1;tir;simon PELISSON;USDH;27.0;5;4;1;USDH mène;6;5;1
233;J3;Authion;USDH;12.166666666666666;12;10;(10.0, 15.0];1;arrêt;yohan FISSON;Authion;11.0;5;4;1;USDH mène;6;5;1
234;J3;Authion;USDH;12.3;12;18;(10.0, 15.0];1;tir;clement PRAUD;Authion;8.0;5;4;1;USDH mène;6;5;1
235;J3;Authion;USDH;12.733333333333333;12;44;(10.0, 15.0];1;avertissement;vivien HENNETIER;USDH;33.0;5;4;1;USDH mène;6;6;0
236;J3;Authion;USDH;12.866666666666667;12;52;(10.0, 15.0];1;but;julien DEJESUSBENTO;Authion;9.0;5;5;0;égalité;6;6;0
237;J3;Authion;USDH;13.35;13;21;(10.0, 15.0];1;arrêt;yohan FISSON;Authion;11.0;5;5;0;égalité;6;6;0
238;J3;Authion;USDH;13.733333333333333;13;44;(10.0, 15.0];1;but;vivien HENNETIER;USDH;33.0;6;5;1;USDH mène;6;6;0
239;J3;Authion;USDH;14.25;14;15;(10.0, 15.0];1;arrêt;abel GRENON;USDH;36.0;6;5;1;USDH mène;6;6;0
240;J3;Authion;USDH;14.6;14;36;(10.0, 15.0];1;tir;clement PRAUD;Authion;8.0;6;5;1;USDH mène;6;6;0
241;J3;Authion;USDH;14.633333333333333;14;38;(10.0, 15.0];1;arrêt;abel GRENON;USDH;36.0;6;5;1;USDH mène;6;6;0
242;J3;Authion;USDH;14.733333333333333;14;44;(10.0, 15.0];1;tir;vivien HENNETIER;USDH;33.0;6;5;1;USDH mène;6;6;0
243;J3;Authion;USDH;14.766666666666667;14;46;(10.0, 15.0];1;arrêt;yohan FISSON;Authion;11.0;6;5;1;USDH mène;6;6;0
244;J3;Authion;USDH;14.916666666666666;14;55;(10.0, 15.0];1;but;julien DEJESUSBENTO;Authion;9.0;6;6;0;égalité;6;6;0
245;J3;Authion;USDH;15.533333333333333;15;32;(15.0, 20.0];1;but;bastien BOSQ;Authion;44.0;6;7;-1;adversaire mène;6;6;0
246;J3;Authion;USDH;15.75;15;45;(15.0, 20.0];1;arrêt;yohan FISSON;Authion;11.0;6;7;-1;adversaire mène;6;6;0
247;J3;Authion;USDH;16.683333333333334;16;41;(15.0, 20.0];1;2min;alexis DUPE;Authion;4.0;6;7;-1;adversaire mène;6;5;1
248;J3;Authion;USDH;17.883333333333333;17;53;(15.0, 20.0];1;temps mort d'équipe recevant; ;Authion;;6;7;-1;adversaire mène;6;5;1
249;J3;Authion;USDH;18.233333333333334;18;14;(15.0, 20.0];1;tir;bastien BOSQ;Authion;44.0;6;7;-1;adversaire mène;6;5;1
250;J3;Authion;USDH;18.266666666666666;18;16;(15.0, 20.0];1;2min;amaury LEMOINE;USDH;21.0;6;7;-1;adversaire mène;5;5;0
251;J3;Authion;USDH;18.35;18;21;(15.0, 20.0];1;but;clement LERENDU;Authion;3.0;6;8;-2;adversaire mène;5;5;0
252;J3;Authion;USDH;18.9;18;54;(15.0, 20.0];1;tir;kevin MANCEAU;USDH;7.0;6;8;-2;adversaire mène;5;6;-1
253;J3;Authion;USDH;18.916666666666668;18;55;(15.0, 20.0];1;arrêt;yohan FISSON;Authion;11.0;6;8;-2;adversaire mène;5;6;-1
254;J3;Authion;USDH;19.05;19;3;(15.0, 20.0];1;but;emilien GILLET;Authion;99.0;6;9;-3;adversaire mène;5;6;-1
255;J3;Authion;USDH;20.4;20;24;(20.0, 25.0];1;but;bastien BOSQ;Authion;44.0;6;10;-4;adversaire mène;6;6;0
256;J3;Authion;USDH;21.166666666666668;21;10;(20.0, 25.0];1;temps mort d'équipe visiteur; ;USDH;;6;10;-4;adversaire mène;6;6;0
257;J3;Authion;USDH;21.666666666666668;21;40;(20.0, 25.0];1;but;brice HANEN;USDH;9.0;7;10;-3;adversaire mène;6;6;0
258;J3;Authion;USDH;22.8;22;48;(20.0, 25.0];1;tir;edgard CHATOUX;Authion;22.0;7;10;-3;adversaire mène;6;6;0
259;J3;Authion;USDH;23.116666666666667;23;7;(20.0, 25.0];1;but;alexandre COMMEYRAS;USDH;99.0;8;10;-2;adversaire mène;6;6;0
260;J3;Authion;USDH;23.75;23;45;(20.0, 25.0];1;but;kevin MANCEAU;USDH;7.0;9;10;-1;adversaire mène;6;6;0
261;J3;Authion;USDH;24.333333333333332;24;20;(20.0, 25.0];1;tir;edgard CHATOUX;Authion;22.0;9;10;-1;adversaire mène;6;6;0
262;J3;Authion;USDH;24.583333333333332;24;35;(20.0, 25.0];1;tir;edgard CHATOUX;Authion;22.0;9;10;-1;adversaire mène;6;6;0
263;J3;Authion;USDH;24.616666666666667;24;37;(20.0, 25.0];1;arrêt;abel GRENON;USDH;36.0;9;10;-1;adversaire mène;6;6;0
264;J3;Authion;USDH;24.883333333333333;24;53;(20.0, 25.0];1;but;remi GUILLON;USDH;93.0;10;10;0;égalité;6;6;0
265;J3;Authion;USDH;25.833333333333332;25;50;(25.0, 30.0];1;tir;clement LERENDU;Authion;3.0;10;10;0;égalité;6;6;0
266;J3;Authion;USDH;25.866666666666667;25;52;(25.0, 30.0];1;arrêt;abel GRENON;USDH;36.0;10;10;0;égalité;6;6;0
267;J3;Authion;USDH;26.383333333333333;26;23;(25.0, 30.0];1;but;edgard CHATOUX;Authion;22.0;10;11;-1;adversaire mène;6;6;0
268;J3;Authion;USDH;26.583333333333332;26;35;(25.0, 30.0];1;but;remi GUILLON;USDH;93.0;11;11;0;égalité;6;6;0
269;J3;Authion;USDH;27.45;27;27;(25.0, 30.0];1;tir;julien DEJESUSBENTO;Authion;9.0;11;11;0;égalité;6;6;0
270;J3;Authion;USDH;28.866666666666667;28;52;(25.0, 30.0];1;but;antonin BOSQ;Authion;10.0;11;12;-1;adversaire mène;6;6;0
271;J3;Authion;USDH;29.05;29;3;(25.0, 30.0];1;but;alexandre COMMEYRAS;USDH;99.0;12;12;0;égalité;6;6;0
272;J3;Authion;USDH;29.45;29;27;(25.0, 30.0];1;tir;clement LERENDU;Authion;3.0;12;12;0;égalité;6;6;0
273;J3;Authion;USDH;29.983333333333334;29;59;(25.0, 30.0];1;tir;alexandre COMMEYRAS;USDH;99.0;12;12;0;égalité;6;6;0
274;J3;Authion;USDH;30.0;30;0;(25.0, 30.0];1;arrêt;yohan FISSON;Authion;11.0;12;12;0;égalité;6;6;0
275;J3;Authion;USDH;31.0;31;0;(30.0, 35.0];2;but;yohan FISSON;Authion;11.0;12;13;-1;adversaire mène;6;6;0
276;J3;Authion;USDH;31.45;31;27;(30.0, 35.0];2;tir;sebastien MADEC;USDH;13.0;12;13;-1;adversaire mène;6;6;0
277;J3;Authion;USDH;31.55;31;33;(30.0, 35.0];2;but;alexis DUPE;Authion;4.0;12;14;-2;adversaire mène;6;6;0
278;J3;Authion;USDH;32.166666666666664;32;10;(30.0, 35.0];2;but;simon PELISSON;USDH;27.0;13;14;-1;adversaire mène;6;6;0
279;J3;Authion;USDH;32.36666666666667;32;22;(30.0, 35.0];2;but;yohan FISSON;Authion;11.0;13;15;-2;adversaire mène;6;6;0
280;J3;Authion;USDH;32.7;32;42;(30.0, 35.0];2;but;mathis MONTERREIN;USDH;40.0;14;15;-1;adversaire mène;6;6;0
281;J3;Authion;USDH;33.483333333333334;33;29;(30.0, 35.0];2;but;bastien BOSQ;Authion;44.0;14;16;-2;adversaire mène;6;6;0
282;J3;Authion;USDH;34.13333333333333;34;8;(30.0, 35.0];2;tir;simon PELISSON;USDH;27.0;14;16;-2;adversaire mène;6;6;0
283;J3;Authion;USDH;34.78333333333333;34;47;(30.0, 35.0];2;but;yohan FISSON;Authion;11.0;14;17;-3;adversaire mène;6;6;0
284;J3;Authion;USDH;35.05;35;3;(35.0, 40.0];2;but;mathis MONTERREIN;USDH;40.0;15;17;-2;adversaire mène;6;6;0
285;J3;Authion;USDH;35.983333333333334;35;59;(35.0, 40.0];2;but;alexis DUPE;Authion;4.0;15;18;-3;adversaire mène;6;6;0
286;J3;Authion;USDH;36.483333333333334;36;29;(35.0, 40.0];2;tir;remi GUILLON;USDH;93.0;15;18;-3;adversaire mène;6;6;0
287;J3;Authion;USDH;36.516666666666666;36;31;(35.0, 40.0];2;arrêt;tristan FERIE;Authion;86.0;15;18;-3;adversaire mène;6;6;0
288;J3;Authion;USDH;36.71666666666667;36;43;(35.0, 40.0];2;but;simon PELISSON;USDH;27.0;16;18;-2;adversaire mène;6;6;0
289;J3;Authion;USDH;37.333333333333336;37;20;(35.0, 40.0];2;tir;clement PRAUD;Authion;8.0;16;18;-2;adversaire mène;6;6;0
290;J3;Authion;USDH;37.36666666666667;37;22;(35.0, 40.0];2;arrêt;abel GRENON;USDH;36.0;16;18;-2;adversaire mène;6;6;0
291;J3;Authion;USDH;37.6;37;36;(35.0, 40.0];2;but;mathis MONTERREIN;USDH;40.0;17;18;-1;adversaire mène;6;6;0
292;J3;Authion;USDH;38.15;38;9;(35.0, 40.0];2;but;julien DEJESUSBENTO;Authion;9.0;17;19;-2;adversaire mène;6;6;0
293;J3;Authion;USDH;38.583333333333336;38;35;(35.0, 40.0];2;tir;simon PELISSON;USDH;27.0;17;19;-2;adversaire mène;6;6;0
294;J3;Authion;USDH;38.61666666666667;38;37;(35.0, 40.0];2;arrêt;tristan FERIE;Authion;86.0;17;19;-2;adversaire mène;6;6;0
295;J3;Authion;USDH;39.266666666666666;39;16;(35.0, 40.0];2;tir;clement PRAUD;Authion;8.0;17;19;-2;adversaire mène;6;6;0
296;J3;Authion;USDH;39.3;39;18;(35.0, 40.0];2;arrêt;abel GRENON;USDH;36.0;17;19;-2;adversaire mène;6;6;0
297;J3;Authion;USDH;39.8;39;48;(35.0, 40.0];2;but;mathis MONTERREIN;USDH;40.0;18;19;-1;adversaire mène;6;6;0
298;J3;Authion;USDH;40.4;40;24;(40.0, 45.0];2;tir;clement LERENDU;Authion;3.0;18;19;-1;adversaire mène;6;6;0
299;J3;Authion;USDH;40.71666666666667;40;43;(40.0, 45.0];2;but;clement LERENDU;Authion;3.0;18;20;-2;adversaire mène;6;6;0
300;J3;Authion;USDH;41.03333333333333;41;2;(40.0, 45.0];2;but;amaury LEMOINE;USDH;21.0;19;20;-1;adversaire mène;6;6;0
301;J3;Authion;USDH;41.88333333333333;41;53;(40.0, 45.0];2;tir;alexis DUPE;Authion;4.0;19;20;-1;adversaire mène;6;6;0
302;J3;Authion;USDH;41.916666666666664;41;55;(40.0, 45.0];2;arrêt;abel GRENON;USDH;36.0;19;20;-1;adversaire mène;6;6;0
303;J3;Authion;USDH;42.483333333333334;42;29;(40.0, 45.0];2;tir;mathis MONTERREIN;USDH;40.0;19;20;-1;adversaire mène;6;6;0
304;J3;Authion;USDH;43.266666666666666;43;16;(40.0, 45.0];2;but;kevin MANCEAU;USDH;7.0;20;20;0;égalité;6;6;0
305;J3;Authion;USDH;44.06666666666667;44;4;(40.0, 45.0];2;tir;clement LERENDU;Authion;3.0;20;20;0;égalité;6;6;0
306;J3;Authion;USDH;44.1;44;6;(40.0, 45.0];2;arrêt;abel GRENON;USDH;36.0;20;20;0;égalité;6;6;0
307;J3;Authion;USDH;44.5;44;30;(40.0, 45.0];2;but;mathis MONTERREIN;USDH;40.0;21;20;1;USDH mène;6;6;0
308;J3;Authion;USDH;44.88333333333333;44;53;(40.0, 45.0];2;but;amaury LEMOINE;USDH;21.0;22;20;2;USDH mène;6;6;0
309;J3;Authion;USDH;45.6;45;36;(45.0, 50.0];2;tir;kevin MANCEAU;USDH;7.0;22;20;2;USDH mène;6;6;0
310;J3;Authion;USDH;45.65;45;39;(45.0, 50.0];2;arrêt;yohan FISSON;Authion;11.0;22;20;2;USDH mène;6;6;0
311;J3;Authion;USDH;45.88333333333333;45;53;(45.0, 50.0];2;tir;bastien BOSQ;Authion;44.0;22;20;2;USDH mène;6;6;0
312;J3;Authion;USDH;48.0;48;0;(45.0, 50.0];2;tir;mathis MONTERREIN;USDH;40.0;22;20;2;USDH mène;6;6;0
313;J3;Authion;USDH;48.3;48;18;(45.0, 50.0];2;2min;gwenael POT;Authion;13.0;22;20;2;USDH mène;6;5;1
314;J3;Authion;USDH;48.71666666666667;48;43;(45.0, 50.0];2;but;simon PELISSON;USDH;27.0;23;20;3;USDH mène;6;5;1
315;J3;Authion;USDH;49.35;49;21;(45.0, 50.0];2;tir;bastien BOSQ;Authion;44.0;23;20;3;USDH mène;6;5;1
316;J3;Authion;USDH;49.4;49;24;(45.0, 50.0];2;arrêt;abel GRENON;USDH;36.0;23;20;3;USDH mène;6;5;1
317;J3;Authion;USDH;49.68333333333333;49;41;(45.0, 50.0];2;tir;clement LERENDU;Authion;3.0;23;20;3;USDH mène;6;5;1
318;J3;Authion;USDH;51.0;51;0;(50.0, 55.0];2;tir;remi GUILLON;USDH;93.0;23;20;3;USDH mène;6;6;0
